ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2356,2020,2019全年,20'06/12,20'07/15,26.4,,,20'08/11,,,,,1.3,0,1.3,0,0,0,1.3
1,2356,2019,2018全年,19'06/14,19'07/11,24,20'06/03,218,19'08/08,,,,,1.5,0,1.5,0,0,0,1.5
2,2356,2018,2017全年,18'06/14,18'07/12,22.65,18'07/26,11,18'08/10,,,,,1.65,0,1.65,0,0,0,1.65
3,2356,2017,2016全年,17'06/16,17'07/13,25.55,18'08/24,278,17'08/10,,,,,1.45,0,1.45,0,0,0,1.45
4,2356,2016,2015全年,16'06/20,16'07/14,23.85,16'09/29,53,16'08/12,,,,,1.4,0,1.4,0,0,0,1.4
5,2356,2015,2014全年,15'06/16,15'07/16,18.75,15'12/17,108,15'08/13,,,,,1.75,0,1.75,0,0,0,1.75
6,2356,2014,2013全年,14'06/12,14'07/16,27.9,,,,,,,,1.6,0,1.6,0,0,0,1.6
7,2356,2013,2012全年,13'06/13,13'07/16,18.95,13'07/16,1,,,,,,0.8,0,0.8,0,0,0,0.8
8,2356,2012,2011全年,12'06/18,12'07/16,8.93,12'08/09,18,,12'07/16,8.93,12'08/09,18,0.3,0,0.3,0.35,0,0.35,0.65
9,2356,2011,2010全年,11'06/09,11'07/13,13.85,11'08/02,15,,,,,,1,0,1,0,0,0,1
10,2356,2010,2009全年,10'06/15,10'07/15,16.9,13'07/10,743,,10'07/15,16.9,13'07/10,743,1,0,1,0.5,0,0.5,1.5
11,2356,2009,2008全年,09'06/16,09'07/15,18.05,09'10/14,65,,09'07/15,18.05,09'10/14,65,1,0,1,1,0,1,2
12,2356,2008,2007全年,08'06/13,08'07/10,15.15,08'08/11,22,,08'07/10,15.15,08'08/11,22,1.3,0,1.3,0.5,0,0.5,1.8
13,2356,2007,2006全年,07'06/13,07'07/11,24.2,13'09/05,1534,,07'07/11,24.2,13'09/05,1534,1.5,0,1.5,0.5,0,0.5,2
14,2356,2006,2005全年,06'06/15,06'07/12,19.4,06'09/19,50,,06'07/12,19.4,06'09/19,50,0.8,0,0.8,0.4,0,0.4,1.2
15,2356,2005,2004全年,05'06/14,05'07/14,13.85,05'08/18,24,,05'07/14,13.85,05'08/18,24,0.7,0,0.7,0.3,0,0.3,1
16,2356,2004,2003全年,04'05/27,04'07/07,18.6,05'12/07,354,,04'07/07,18.6,05'12/07,354,1.2,0,1.2,0.5,0,0.5,1.7
17,2356,2003,2002全年,03'05/30,03'07/15,21.8,06'05/10,701,,03'07/15,21.8,06'05/10,701,0.5,0,0.5,1,0,1,1.5
18,2356,2002,2001全年,02'05/30,,,,,,,,,,1,0,1,0.85,0.15,1,2
19,2356,2001,2000全年,,,,,,,,,,,0.5,0,0.5,1.8,0.2,2,2.5
20,2356,2000,1999全年,00'04/24,,,,,,,,,,0.5,0,0.5,1.8,0.2,2,2.5
21,2356,1999,1998全年,99'04/29,,,,,,,,,,0,0,0,3.2,0,3.2,3.2
22,2356,1998,1997全年,98'04/28,,,,,,98'06/09,,,,0,0,0,6,0.19,6.19,6.19
23,2356,1997,1996全年,97'04/24,,,,,,,,,,0,0,0,12,0,12,12
24,2356,1996,1995全年,,,,,,,,,,,1,0,1,3,0,3,4
25,2356,1995,1994全年,,,,,,,,,,,2,0,2,2,0,2,4
26,2356,1994,1993全年,,,,,,,,,,,2,0,2,2,0,2,4
27,2356,1993,1992全年,,,,,,,,,,,2,0,2,2,0,2,4
