有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2451　創見, 99/01/04,"3,891,098","473,847,760",120.00,124.00,120.00,120.00, 0.00,"2,158"
2451　創見, 99/01/05,"5,685,368","661,526,127",121.50,121.50,112.50,114.00,-6.00,"3,024"
2451　創見, 99/01/06,"2,563,272","291,845,008",114.00,115.00,112.00,114.00, 0.00,"1,434"
2451　創見, 99/01/07,"2,199,081","248,141,653",114.00,114.50,112.00,113.00,-1.00,"1,442"
2451　創見, 99/01/08,"2,565,045","288,678,585",113.00,114.00,111.00,113.00, 0.00,"1,459"
2451　創見, 99/01/11,"4,951,637","548,985,372",113.00,113.50,110.00,110.50,-2.50,"2,109"
2451　創見, 99/01/12,"1,658,056","184,664,738",110.50,112.00,110.50,111.50,+1.00,"1,072"
2451　創見, 99/01/13,"1,817,412","202,090,432",110.50,112.50,110.00,111.50, 0.00,959
2451　創見, 99/01/14,"3,166,195","358,457,623",111.50,114.50,111.50,113.00,+1.50,"1,538"
2451　創見, 99/01/15,"2,631,785","299,532,490",114.00,115.00,112.50,114.00,+1.00,"1,310"
2451　創見, 99/01/18,"1,418,526","159,889,912",114.00,114.00,112.00,112.00,-2.00,945
2451　創見, 99/01/19,"5,222,863","570,954,067",112.00,113.00,106.50,108.00,-4.00,"2,370"
2451　創見, 99/01/20,"2,703,528","293,430,777",109.00,110.00,107.50,108.50,+0.50,"1,465"
2451　創見, 99/01/21,"1,832,648","199,284,132",108.50,110.50,107.50,108.50, 0.00,"1,133"
2451　創見, 99/01/22,"2,751,117","296,321,136",107.00,109.50,107.00,107.00,-1.50,"1,301"
2451　創見, 99/01/25,"1,347,099","144,542,786",106.00,108.00,106.00,107.50,+0.50,837
2451　創見, 99/01/26,"3,932,785","406,007,210",108.50,108.50,100.00,101.00,-6.50,"2,155"
2451　創見, 99/01/27,"2,481,411","251,771,011",102.00,103.00,100.00,101.00, 0.00,"1,447"
2451　創見, 99/01/28,"1,533,193","158,254,164",101.00,104.50,101.00,104.50,+3.50,987
2451　創見, 99/01/29,"1,131,107","116,096,678",102.50,104.00,101.50,104.00,-0.50,816
2451　創見, 99/02/01,"1,050,695","108,721,431",105.00,105.00,102.00,103.50,-0.50,734
2451　創見, 99/02/02,"1,302,038","133,277,353",105.00,105.50,101.00,101.50,-2.00,921
2451　創見, 99/02/03,"1,592,562","165,625,010",103.00,105.00,102.00,105.00,+3.50,"1,014"
2451　創見, 99/02/04,"632,538","66,115,490",105.50,105.50,103.50,105.00, 0.00,496
2451　創見, 99/02/05,"2,642,394","266,919,091",101.00,102.50,100.00,100.00,-5.00,"1,558"
2451　創見, 99/02/06,"1,886,218","192,279,958",103.50,104.00,99.80,102.00,+2.00,"1,164"
2451　創見, 99/02/08,"935,574","95,715,981",103.00,103.00,101.00,103.00,+1.00,691
2451　創見, 99/02/09,"1,699,962","179,050,472",103.00,107.50,101.50,106.00,+3.00,"1,054"
2451　創見, 99/02/10,"1,241,359","131,573,567",107.00,107.00,105.00,105.00,-1.00,845
2451　創見, 99/02/22,"1,228,382","131,519,892",108.00,108.00,106.50,106.50,+1.50,733
2451　創見, 99/02/23,"1,566,409","167,503,672",108.00,108.00,106.00,108.00,+1.50,"1,069"
2451　創見, 99/02/24,"1,327,619","141,786,233",107.00,108.00,105.50,107.50,-0.50,797
2451　創見, 99/02/25,"1,571,623","168,372,161",107.50,108.00,106.00,107.00,-0.50,967
2451　創見, 99/02/26,"1,049,646","113,161,588",107.50,108.50,107.00,108.50,+1.50,648
2451　創見, 99/03/01,"2,889,625","318,671,933",109.00,112.00,108.50,109.50,+1.00,"1,488"
2451　創見, 99/03/02,"1,696,371","186,553,939",111.00,111.50,108.50,109.00,-0.50,"1,037"
2451　創見, 99/03/03,"538,193","58,750,128",109.00,110.50,108.00,109.50,+0.50,376
2451　創見, 99/03/04,"614,151","66,666,808",110.00,110.00,107.50,108.00,-1.50,444
2451　創見, 99/03/05,"539,203","58,712,627",109.00,109.50,108.00,109.00,+1.00,384
2451　創見, 99/03/08,"923,772","101,643,420",109.50,111.00,109.00,110.50,+1.50,576
2451　創見, 99/03/09,"2,953,127","331,168,851",110.50,113.50,109.50,113.00,+2.50,"1,690"
2451　創見, 99/03/10,"1,152,479","129,234,648",113.50,113.50,111.00,112.00,-1.00,851
2451　創見, 99/03/11,"1,590,693","177,997,730",112.50,114.00,110.00,110.00,-2.00,843
2451　創見, 99/03/12,"892,486","98,425,446",111.00,111.00,109.00,111.00,+1.00,541
2451　創見, 99/03/15,"1,528,227","170,616,197",112.00,112.50,110.50,111.00, 0.00,676
2451　創見, 99/03/16,"1,643,048","183,726,349",111.50,112.50,111.00,111.50,+0.50,642
2451　創見, 99/03/17,"2,515,033","284,642,241",112.50,114.00,112.00,113.50,+2.00,"1,321"
2451　創見, 99/03/18,"3,803,747","434,560,281",113.50,115.00,113.00,113.50, 0.00,"1,752"
2451　創見, 99/03/19,"763,295","86,140,835",114.00,114.50,112.00,113.00,-0.50,501
2451　創見, 99/03/22,"723,115","80,891,380",112.50,113.00,111.00,111.50,-1.50,491
2451　創見, 99/03/23,"827,968","92,941,948",112.00,113.50,111.50,111.50, 0.00,512
2451　創見, 99/03/24,"806,194","89,817,625",112.50,112.50,110.50,110.50,-1.00,540
2451　創見, 99/03/25,"851,113","93,888,543",110.50,111.50,109.50,111.00,+0.50,588
2451　創見, 99/03/26,"1,456,328","163,717,064",111.00,113.50,110.00,113.50,+2.50,947
2451　創見, 99/03/29,"1,177,681","133,524,287",114.00,114.00,112.50,114.00,+0.50,646
2451　創見, 99/03/30,"1,334,622","151,955,095",114.00,115.00,113.00,114.00, 0.00,626
2451　創見, 99/03/31,"2,255,588","258,596,319",114.00,115.50,112.50,115.00,+1.00,"1,386"
2451　創見, 99/04/01,"1,470,467","169,067,205",115.50,115.50,114.50,115.00, 0.00,889
2451　創見, 99/04/02,"882,766","101,271,824",115.00,115.50,114.00,114.50,-0.50,441
2451　創見, 99/04/06,"3,592,905","420,192,821",115.00,118.50,115.00,117.50,+3.00,"2,173"
2451　創見, 99/04/07,"2,299,846","271,037,828",118.00,118.50,117.00,118.00,+0.50,"1,320"
2451　創見, 99/04/08,"1,995,260","235,032,288",118.00,118.50,116.50,117.00,-1.00,925
2451　創見, 99/04/09,"994,609","114,743,726",117.50,117.50,114.50,115.00,-2.00,677
2451　創見, 99/04/12,"1,096,001","126,300,615",115.50,116.00,114.00,115.00, 0.00,453
2451　創見, 99/04/13,"2,528,194","295,067,284",114.00,118.00,114.00,118.00,+3.00,"1,093"
2451　創見, 99/04/14,"419,730","48,991,536",118.00,118.00,116.00,117.00,-1.00,290
2451　創見, 99/04/15,"681,407","79,671,712",117.50,118.00,116.50,116.50,-0.50,407
2451　創見, 99/04/16,"899,020","103,322,280",117.00,117.00,114.00,114.50,-2.00,597
2451　創見, 99/04/19,"1,022,746","115,101,306",112.50,114.00,111.50,112.00,-2.50,729
2451　創見, 99/04/20,"949,969","105,631,028",112.00,112.50,110.50,111.00,-1.00,684
2451　創見, 99/04/21,"776,478","86,922,036",111.00,112.50,111.00,112.00,+1.00,500
2451　創見, 99/04/22,"1,586,950","173,930,000",111.00,111.50,108.00,110.00,-2.00,"1,034"
