有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
3661　世芯-KY,103/10/28,"8,177,500","734,854,900",88.00,99.50,87.00,95.00,X0.00,"4,463"
3661　世芯-KY,103/10/29,"3,638,500","356,566,400",98.80,102.00,92.00,92.00,-3.00,"2,114"
3661　世芯-KY,103/10/30,"1,669,700","158,080,800",92.90,96.40,91.20,95.00,+3.00,"1,112"
3661　世芯-KY,103/10/31,"1,333,400","128,802,378",98.70,99.00,94.60,95.90,+0.90,817
3661　世芯-KY,103/11/03,"2,392,192","238,587,323",98.00,102.50,97.00,100.00,+4.10,"1,448"
3661　世芯-KY,103/11/04,"1,564,501","151,328,497",99.90,100.00,94.00,96.70,-3.30,"1,093"
3661　世芯-KY,103/11/05,"618,050","59,334,835",98.00,98.00,94.60,96.10,-0.60,492
3661　世芯-KY,103/11/06,"669,458","62,928,523",95.80,95.90,92.40,92.50,-3.60,499
3661　世芯-KY,103/11/07,"770,150","73,584,364",92.00,98.00,92.00,96.70,+4.20,589
3661　世芯-KY,103/11/10,"501,080","48,474,976",96.50,98.00,94.80,97.50,+0.80,392
3661　世芯-KY,103/11/11,"2,344,314","241,919,242",97.00,104.00,96.50,103.50,+6.00,"1,284"
3661　世芯-KY,103/11/12,"1,141,465","114,438,565",100.50,102.00,99.10,99.80,-3.70,796
3661　世芯-KY,103/11/13,"757,435","75,008,947",100.00,102.00,97.50,99.00,-0.80,579
3661　世芯-KY,103/11/14,"431,414","41,969,481",99.00,99.00,96.20,97.20,-1.80,336
3661　世芯-KY,103/11/17,"320,001","30,601,895",98.10,98.80,94.50,95.20,-2.00,279
3661　世芯-KY,103/11/18,"456,100","43,183,000",94.50,96.00,93.50,93.70,-1.50,291
3661　世芯-KY,103/11/19,"480,300","45,518,780",93.00,96.50,92.60,96.00,+2.30,385
3661　世芯-KY,103/11/20,"1,997,935","202,886,237",98.80,102.50,98.80,102.50,+6.50,"1,169"
3661　世芯-KY,103/11/21,"1,963,225","205,650,625",103.50,107.50,101.50,105.50,+3.00,"1,209"
3661　世芯-KY,103/11/24,"1,071,199","111,276,397",104.50,106.50,102.00,103.50,-2.00,705
3661　世芯-KY,103/11/25,"1,156,856","124,864,087",103.00,110.50,103.00,110.50,+7.00,669
